,movieId,title
1423,3357,East-West (Est-ouest) (1999)
1424,3358,Defending Your Life (1991)
1425,3359,Breaking Away (1979)
1426,3360,Hoosiers (a.k.a. Best Shot) (1986)
1427,3361,Bull Durham (1988)
1428,3362,Dog Day Afternoon (1975)
1429,3363,American Graffiti (1973)
1430,3365,"Searchers, The (1956)"
1431,3370,Betrayed (1988)
1432,3374,Daughters of the Dust (1991)
1433,3378,"Ogre, The (Unhold, Der) (1996)"
1434,3379,On the Beach (1959)
1435,3386,JFK (1991)
1436,3389,Let's Get Harry (1986)
1437,3390,Shanghai Surprise (1986)
1438,3396,"Muppet Movie, The (1979)"
1439,3400,We're Back! A Dinosaur's Story (1993)
1440,3401,Baby... Secret of the Lost Legend (1985)
1441,3402,Turtle Diary (1985)
1442,3403,Raise the Titanic (1980)
1443,3404,Titanic (1953)
1444,3405,"Night to Remember, A (1958)"
1445,3406,Captain Horatio Hornblower R.N. (1951)
1446,3408,Erin Brockovich (2000)
1447,3409,Final Destination (2000)
1448,3410,Soft Fruit (1999)
1449,3412,"Bear, The (Ours, L') (1988)"
1450,3414,Love Is a Many-Splendored Thing (1955)
1451,3415,"Mirror, The (Zerkalo) (1975)"
1452,3417,"Crimson Pirate, The (1952)"
1453,3418,Thelma & Louise (1991)
1454,3420,...And Justice for All (1979)
1455,3423,School Daze (1988)
1456,3424,Do the Right Thing (1989)
1457,3425,Mo' Better Blues (1990)
1458,3426,Jungle Fever (1991)
1459,3428,"Champ, The (1979)"
1460,3430,Death Wish (1974)
1461,3431,Death Wish 2 (1982)
1462,3432,Death Wish 3 (1985)
1463,3433,Death Wish 4: The Crackdown (1987)
1464,3434,Death Wish 5: The Face of Death (1994)
1465,3435,Double Indemnity (1944)
1466,3436,Dying Young (1991)
1467,3440,Teenage Mutant Ninja Turtles III (1993)
1468,3441,Red Dawn (1984)
1469,3442,Band of the Hand (1986)
1470,3446,Funny Bones (1995)
1471,3447,"Good Earth, The (1937)"
1472,3448,"Good Morning, Vietnam (1987)"
1473,3449,"Good Mother, The (1988)"
1474,3451,Guess Who's Coming to Dinner (1967)
1475,3453,Here on Earth (2000)
1476,3455,Buddy Boy (1999)
1477,3459,Gothic (1986)
1478,3461,Lord of the Flies (1963)
1479,3462,Modern Times (1936)
1480,3467,Hud (1963)
1481,3468,"Hustler, The (1961)"
1482,3469,Inherit the Wind (1960)
1483,3470,Dersu Uzala (1975)
1484,3471,Close Encounters of the Third Kind (1977)
1485,3475,"Place in the Sun, A (1951)"
1486,3477,Empire Records (1995)
1487,3478,"Bamba, La (1987)"
1488,3479,Ladyhawke (1985)
1489,3480,Lucas (1986)
1490,3481,High Fidelity (2000)
1491,3489,Hook (1991)
1492,3492,"Son of the Sheik, The (1926)"
1493,3494,True Grit (1969)
1494,3496,Madame Sousatzka (1988)
1495,3498,Midnight Express (1978)
1496,3499,Misery (1990)
1497,3500,Mr. Saturday Night (1992)
1498,3502,My Life (1993)
1499,3503,Solaris (Solyaris) (1972)
1500,3504,Network (1976)
1501,3505,No Way Out (1987)
1502,3506,North Dallas Forty (1979)
1503,3508,"Outlaw Josey Wales, The (1976)"
1504,3510,Frequency (2000)
1505,3512,Return to Me (2000)
1506,3513,Rules of Engagement (2000)
1507,3514,Joe Gould's Secret (2000)
1508,3519,Force 10 from Navarone (1978)
1509,3521,Mystery Train (1989)
1510,3526,Parenthood (1989)
1511,3528,"Prince of Tides, The (1991)"
1512,3531,All the Vermeers in New York (1990)
1513,3534,28 Days (2000)
1514,3536,Keeping the Faith (2000)
1515,3537,Where the Money Is (2000)
1516,3543,Diner (1982)
1517,3545,Cabaret (1972)
1518,3546,What Ever Happened to Baby Jane? (1962)
1519,3548,Auntie Mame (1958)
1520,3551,Marathon Man (1976)
1521,3553,Gossip (2000)
1522,3554,Love and Basketball (2000)
1523,3556,"Virgin Suicides, The (1999)"
1524,3559,Limelight (1952)
1525,3565,Where the Heart Is (2000)
1526,3566,"Big Kahuna, The (2000)"
1527,3567,Bossa Nova (2000)
1528,3569,"Idiots, The (Idioterne) (1998)"
1529,3571,Time Code (2000)
1530,3577,Two Moon Junction (1988)
1531,3578,Gladiator (2000)
1532,3580,Up at the Villa (2000)
1533,3584,Breathless (1983)
1534,3586,The Idolmaker (1980)
1535,3590,"Lords of Flatbush, The (1974)"
1536,3591,Mr. Mom (1983)
1537,3594,Center Stage (2000)
1538,3598,Hamlet (2000)
1539,3608,Pee-wee's Big Adventure (1985)
1540,3615,Dinosaur (2000)
1541,3623,Mission: Impossible II (2000)
1542,3624,Shanghai Noon (2000)
1543,3628,Flying Tigers (1942)
1544,3629,"Gold Rush, The (1925)"
1545,3633,On Her Majesty's Secret Service (1969)
1546,3635,"Spy Who Loved Me, The (1977)"
1547,3637,Vagabond (Sans toit ni loi) (1985)
1548,3638,Moonraker (1979)
1549,3639,"Man with the Golden Gun, The (1974)"
1550,3640,"King in New York, A (1957)"
1551,3641,"Woman of Paris, A (1923)"
1552,3643,"Fighting Seabees, The (1944)"
1553,3649,American Gigolo (1980)
1554,3654,"Guns of Navarone, The (1961)"
1555,3655,Blow-Out (La grande bouffe) (1973)
1556,3668,Romeo and Juliet (1968)
1557,3672,Benji (1974)
1558,3673,Benji the Hunted (1987)
1559,3674,For the Love of Benji (1977)
1560,3676,Eraserhead (1977)
1561,3678,"Man with the Golden Arm, The (1955)"
1562,3681,For a Few Dollars More (Per qualche dollaro in più) (1965)
1563,3682,Magnum Force (1973)
1564,3683,Blood Simple (1984)
1565,3684,"Fabulous Baker Boys, The (1989)"
1566,3685,Prizzi's Honor (1985)
1567,3687,Light Years (Gandahar) (1988)
1568,3699,Starman (1984)
1569,3700,"Brother from Another Planet, The (1984)"
1570,3701,Alien Nation (1988)
1571,3702,Mad Max (1979)
1572,3703,"Road Warrior, The (Mad Max 2) (1981)"
1573,3704,Mad Max Beyond Thunderdome (1985)
1574,3707,9 1/2 Weeks (Nine 1/2 Weeks) (1986)
1575,3711,Sarafina! (1992)
1576,3713,"Long Walk Home, The (1990)"
1577,3714,Clara's Heart (1988)
1578,3716,Fatal Beauty (1987)
1579,3720,Sunshine (1999)
1580,3723,Hamlet (1990)
1581,3724,Coming Home (1978)
1582,3728,One False Move (1992)
1583,3729,Shaft (1971)
1584,3730,"Conversation, The (1974)"
1585,3731,Cutter's Way (1981)
1586,3733,"Paper Chase, The (1973)"
1587,3735,Serpico (1973)
1588,3736,"Ace in the Hole (Big Carnival, The) (1951)"
1589,3737,Lonely Are the Brave (1962)
1590,3738,"Sugarland Express, The (1974)"
1591,3740,Big Trouble in Little China (1986)
1592,3741,Badlands (1973)
1593,3742,Battleship Potemkin (1925)
1594,3745,Titan A.E. (2000)
1595,3746,Butterfly (La lengua de las mariposas) (1999)
1596,3747,Jesus' Son (1999)
1597,3752,"Me, Myself & Irene (2000)"
1598,3753,"Patriot, The (2000)"
1599,3754,"Adventures of Rocky and Bullwinkle, The (2000)"
1600,3755,"Perfect Storm, The (2000)"
1601,3756,"Golden Bowl, The (2000)"
1602,3758,Communion (1989)
1603,3761,"Blood In, Blood Out (1993)"
1604,3765,"Hot Spot, The (1990)"
1605,3771,The Golden Voyage of Sinbad (1973)
1606,3774,House Party 2 (1991)
1607,3783,Croupier (1998)
1608,3788,Blow-Up (Blowup) (1966)
1609,3789,"Pawnbroker, The (1964)"
1610,3790,Groove (2000)
1611,3791,Footloose (1984)
1612,3792,Duel in the Sun (1946)
1613,3793,X-Men (2000)
1614,3794,Chuck & Buck (2000)
1615,3795,"Five Senses, The (1999)"
1616,3798,What Lies Beneath (2000)
1617,3801,Anatomy of a Murder (1959)
1618,3807,Sinbad and the Eye of the Tiger (1977)
1619,3808,"Two Women (Ciociara, La) (1960)"
1620,3810,White Sands (1992)
1621,3811,Breaker Morant (1980)
1622,3813,Interiors (1978)
1623,3816,"Official Story, The (La historia oficial) (1985)"
1624,3822,"Girl on the Bridge, The (Fille sur le pont, La) (1999)"
1625,3823,Wonderland (1999)
1626,3824,Autumn in New York (2000)
1627,3825,Coyote Ugly (2000)
1628,3827,Space Cowboys (2000)
1629,3834,Bronco Billy (1980)
1630,3844,Steel Magnolias (1989)
1631,3845,And God Created Woman (Et Dieu... créa la femme) (1956)
1632,3855,"Affair of Love, An (Liaison pornographique, Une) (1999)"
1633,3863,"Cell, The (2000)"
1634,3864,Godzilla 2000 (Gojira ni-sen mireniamu) (1999)
1635,3870,Our Town (1940)
1636,3871,Shane (1953)
1637,3872,"Suddenly, Last Summer (1959)"
1638,3877,Supergirl (1984)
1639,3888,Skipped Parts (2000)
1640,3889,Highlander: Endgame (Highlander IV) (2000)
1641,3893,Nurse Betty (2000)
1642,3894,Solas (1999)
1643,3897,Almost Famous (2000)
1644,3899,Circus (2000)
1645,3900,Crime and Punishment in Suburbia (2000)
1646,3901,Duets (2000)
1647,3910,Dancer in the Dark (2000)
1648,3912,Beautiful (2000)
1649,3914,"Broken Hearts Club, The (2000)"
1650,3915,Girlfight (2000)
1651,3916,Remember the Titans (2000)
1652,3920,"Faraway, So Close (In weiter Ferne, so nah!) (1993)"
1653,3925,Stranger Than Paradise (1984)
1654,3926,Voyage to the Bottom of the Sea (1961)
1655,3927,Fantastic Voyage (1966)
1656,3930,"Creature from the Black Lagoon, The (1954)"
1657,3945,Digimon: The Movie (2000)
1658,3946,Get Carter (2000)
1659,3947,Get Carter (1971)
1660,3949,Requiem for a Dream (2000)
1661,3950,Tigerland (2000)
1662,3951,Two Family House (2000)
1663,3952,"Contender, The (2000)"
1664,3957,Billy Jack (1971)
1665,3958,Billy Jack Goes to Washington (1977)
1666,3959,"Time Machine, The (1960)"
1667,3965,"Strange Love of Martha Ivers, The (1946)"
1668,3967,Billy Elliot (2000)
1669,3969,Pay It Forward (2000)
1670,3974,"Little Vampire, The (2000)"
1671,3978,"Legend of Bagger Vance, The (2000)"
1672,3980,Men of Honor (2000)
1673,3983,You Can Count on Me (2000)
1674,3984,Diamonds Are Forever (1971)
1675,3985,"Eagle Has Landed, The (1976)"
1676,3987,Bounce (2000)
1677,3992,Malèna (2000)
1678,3993,Quills (2000)
1679,3994,Unbreakable (2000)
1680,3996,"Crouching Tiger, Hidden Dragon (Wo hu cang long) (2000)"
1681,3997,Dungeons & Dragons (2000)
1682,3998,Proof of Life (2000)
1683,3999,Vertical Limit (2000)
1684,4000,"Bounty, The (1984)"
1685,4005,"Living Daylights, The (1987)"
1686,4006,Transformers: The Movie (1986)
1687,4007,Wall Street (1987)
1688,4008,Born on the Fourth of July (1989)
1689,4009,Talk Radio (1988)
1690,4012,Punchline (1988)
1691,4014,Chocolat (2000)
1692,4016,"Emperor's New Groove, The (2000)"
1693,4017,Pollock (2000)
1694,4019,Finding Forrester (2000)
1695,4021,Before Night Falls (2000)
1696,4022,Cast Away (2000)
1697,4023,"Family Man, The (2000)"
1698,4027,"O Brother, Where Art Thou? (2000)"
1699,4029,State and Main (2000)
1700,4031,All the Pretty Horses (2000)
1701,4033,Thirteen Days (2000)
1702,4034,Traffic (2000)
1703,4036,Shadow of the Vampire (2000)
1704,4041,"Officer and a Gentleman, An (1982)"
1705,4042,"Alamo, The (1960)"
1706,4043,At Close Range (1986)
1707,4046,Friendly Persuasion (1956)
1708,4047,Gettysburg (1993)
1709,4052,Antitrust (2001)
1710,4054,Save the Last Dance (2001)
1711,4055,Panic (2000)
1712,4056,"Pledge, The (2001)"
1713,4061,The Man in the Moon (1991)
1714,4062,Mystic Pizza (1988)
1715,4063,Prelude to a Kiss (1992)
1716,4065,Foxy Brown (1974)
1717,4067,Untamed Heart (1993)
1718,4074,"Legend of Rita, The (Stille nach dem Schuß, Die) (1999)"
1719,4077,"With a Friend Like Harry... (Harry, un ami qui vous veut du bien) (2000)"
1720,4078,Amazing Grace and Chuck (1987)
1721,4082,Barfly (1987)
1722,4085,Beverly Hills Cop (1984)
1723,4103,Empire of the Sun (1987)
1724,4109,Flowers in the Attic (1987)
1725,4111,Gardens of Stone (1987)
1726,4113,"Glass Menagerie, The (1987)"
1727,4117,Hope and Glory (1987)
1728,4121,Innerspace (1987)
1729,4126,Less Than Zero (1987)
1730,4133,Masters of the Universe (1987)
1731,4135,"Monster Squad, The (1987)"
1732,4139,No Man's Land (1987)
1733,4142,Left Behind: The Movie (2000)
1734,4144,In the Mood For Love (Fa yeung nin wa) (2000)
1735,4146,"Million Dollar Hotel, The (2001)"
1736,4147,Nico and Dani (Krámpack) (2000)
1737,4152,Vatel (2000)
1738,4155,Sweet November (2001)
1739,4157,"Price of Milk, The (2000)"
1740,4160,"Widow of St. Pierre, The (Veuve de Saint-Pierre, La) (2000)"
1741,4164,"Caveman's Valentine, The (2001)"
1742,4166,Series 7: The Contenders (2001)
1743,4174,Avalon (1990)
1744,4175,Gray's Anatomy (1996)
1745,4178,Of Mice and Men (1939)
1746,4180,Reform School Girls (1986)
1747,4184,"Bishop's Wife, The (1947)"
1748,4187,Lilies of the Field (1963)
1749,4189,"Greatest Story Ever Told, The (1965)"
1750,4190,Elmer Gantry (1960)
1751,4191,Alfie (1966)
1752,4202,Fuzz (1972)
1753,4203,Harley Davidson and the Marlboro Man (1991)
1754,4205,Mermaids (1990)
1755,4207,Navy Seals (1990)
1756,4210,Manhunter (1986)
1757,4211,Reversal of Fortune (1990)
1758,4218,River's Edge (1986)
1759,4223,Enemy at the Gates (2001)
1760,4232,Spy Kids (2001)
1761,4234,"Tailor of Panama, The (2001)"
1762,4235,Amores Perros (Love's a Bitch) (2000)
1763,4239,Blow (2001)
1764,4242,Beautiful Creatures (2000)
1765,4243,Brigham City (2001)
1766,4246,Bridget Jones's Diary (2001)
1767,4247,Joe Dirt (2001)
1768,4251,Chopper (2000)
1769,4252,"Circle, The (Dayereh) (2000)"
1770,4254,Crocodile Dundee in Los Angeles (2001)
1771,4256,"Center of the World, The (2001)"
1772,4259,"Luzhin Defence, The (2000)"
1773,4260,"Visit, The (2000)"
1774,4262,Scarface (1983)
1775,4263,Days of Wine and Roses (1962)
1776,4270,"Mummy Returns, The (2001)"
1777,4273,Under the Sand (2000)
1778,4275,Krull (1983)
1779,4280,"World According to Garp, The (1982)"
1780,4282,Fellini Satyricon (1969)
1781,4289,"City of Women, The (Città delle donne, La) (1980)"
1782,4290,For the Boys (1991)
1783,4292,Norma Rae (1979)
1784,4296,Love Story (1970)
1785,4297,Pelle the Conqueror (Pelle erobreren) (1987)
1786,4300,Bread and Roses (2000)
1787,4306,Shrek (2001)
1788,4308,Moulin Rouge (2001)
1789,4310,Pearl Harbor (2001)
1790,4312,Himalaya (Himalaya - l'enfance d'un chef) (1999)
1791,4313,"Man Who Cried, The (2000)"
1792,4316,Ice Castles (1978)
1793,4322,Eight Men Out (1988)
1794,4323,"Horse Soldiers, The (1959)"
1795,4325,"Night, The (Notte, La) (1960)"
1796,4326,Mississippi Burning (1988)
1797,4327,"Magnificent Seven, The (1960)"
1798,4334,Yi Yi (2000)
1799,4337,"Sand Pebbles, The (1966)"
1800,4338,Twelve O'Clock High (1949)
1801,4339,Von Ryan's Express (1965)
1802,4342,Big Eden (2000)
1803,4344,Swordfish (2001)
1804,4345,"Anniversary Party, The (2001)"
1805,4347,Divided We Fall (Musíme si pomáhat) (2000)
1806,4355,Youngblood (1986)
1807,4357,How to Marry a Millionaire (1953)
1808,4366,Atlantis: The Lost Empire (2001)
1809,4367,Lara Croft: Tomb Raider (2001)
1810,4370,A.I. Artificial Intelligence (2001)
1811,4372,Crazy/Beautiful (2001)
1812,4378,Sexy Beast (2000)
1813,4380,"Princess and the Warrior, The (Krieger und die Kaiserin, Der) (2000)"
1814,4383,"Crimson Rivers, The (Rivières pourpres, Les) (2000)"
1815,4384,Lumumba (2000)
1816,4389,Lost and Delirious (2001)
1817,4390,Rape Me (Baise-moi) (2000)
1818,4392,Alice (1990)
1819,4393,Another Woman (1988)
1820,4399,"Diary of a Chambermaid (Journal d'une femme de chambre, Le) (1964)"
1821,4404,Faust (1926)
1822,4406,"Man Who Shot Liberty Valance, The (1962)"
1823,4407,Salvador (1986)
1824,4408,September (1987)
1825,4409,Shadows and Fog (1991)
1826,4410,Something Wild (1986)
1827,4419,All That Heaven Allows (1955)
1828,4420,"Barefoot Contessa, The (1954)"
1829,4422,Cries and Whispers (Viskningar och rop) (1972)
1830,4424,"Garden of the Finzi-Continis, The (Giardino dei Finzi-Contini, Il) (1970)"
1831,4427,"Lion in Winter, The (1968)"
1832,4428,"Misfits, The (1961)"
1833,4429,Moby Dick (1956)
1834,4432,Sweet Smell of Success (1957)
1835,4433,Written on the Wind (1956)
1836,4438,"Fist of Fury (Chinese Connection, The) (Jing wu men) (1972)"
1837,4439,Christiane F. (a.k.a. We Children from Bahnhof Zoo) (Christiane F. - Wir Kinder vom Bahnhof Zoo) (1981)
1838,4442,"Last Dragon, The (1985)"
1839,4445,T-Rex: Back to the Cretaceous (1998)
1840,4446,Final Fantasy: The Spirits Within (2001)
1841,4448,"Score, The (2001)"
1842,4449,Adanggaman (2000)
1843,4450,Bully (2001)
1844,4451,Jump Tomorrow (2001)
1845,4453,Michael Jordan to the Max (2000)
1846,4454,More (1998)
1847,4458,Africa: The Serengeti (1994)
1848,4459,Alaska: Spirit of the Wild (1997)
1849,4463,1969 (1988)
1850,4464,"Accidental Tourist, The (1988)"
1851,4465,"Accused, The (1988)"
1852,4466,Above the Law (1988)
1853,4467,"Adventures of Baron Munchausen, The (1988)"
1854,4470,Ariel (1988)
1855,4473,Bat*21 (1988)
1856,4474,Beaches (1988)
1857,4475,"Beast of War, The (Beast, The) (1988)"
1858,4477,Big Top Pee-Wee (1988)
1859,4478,Biloxi Blues (1988)
1860,4482,"Bright Lights, Big City (1988)"
1861,4484,Camille Claudel (1988)
1862,4487,Cocktail (1988)
1863,4488,Colors (1988)
1864,4500,Drowning by Numbers (1988)
1865,4505,For Keeps (1988)
1866,4508,Gorillas in the Mist (1988)
1867,4519,"Land Before Time, The (1988)"
1868,4521,Little Nikita (1988)
1869,4523,Milagro Beanfield War (1988)
1870,4529,Bagdad Cafe (Out of Rosenheim) (1987)
1871,4534,Return to Snowy River (a.k.a. The Man From Snowy River II) (1988)
1872,4535,"Man from Snowy River, The (1982)"
1873,4537,Running on Empty (1988)
1874,4546,"Vanishing, The (Spoorloos) (1988)"
1875,4557,Tucker: The Man and His Dream (1988)
1876,4564,Always (1989)
1877,4565,American Ninja (1985)
1878,4571,Bill & Ted's Excellent Adventure (1989)
1879,4572,Black Rain (1989)
1880,4573,Blaze (1989)
1881,4577,Casualties of War (1989)
1882,4581,Dad (1989)
1883,4584,Dream a Little Dream (1989)
1884,4589,Eddie and the Cruisers (1983)
1885,4591,Erik the Viking (1989)
1886,4595,Fat Man and Little Boy (1989)
1887,4597,Gleaming the Cube (1989)
1888,4599,Great Balls of Fire! (1989)
1889,4600,Gross Anatomy (a.k.a. A Cut Above) (1989)
1890,4608,"Innocent Man, An (1989)"
1891,4611,Johnny Handsome (1989)
1892,4612,Jesus of Montreal (Jésus de Montréal) (1989)
1893,4615,Last Exit to Brooklyn (1989)
1894,4616,Lean on Me (1989)
1895,4625,Millennium (1989)
1896,4626,Miracle Mile (1989)
1897,4628,New York Stories (1989)
1898,4634,Penn & Teller Get Killed (1989)
1899,4635,Pink Cadillac (1989)
1900,4638,Jurassic Park III (2001)
1901,4641,Ghost World (2001)
1902,4642,Hedwig and the Angry Inch (2000)
1903,4643,Planet of the Apes (2001)
1904,4644,Bread and Tulips (Pane e tulipani) (2000)
1905,4653,"Return of the Musketeers, The (1989)"
1906,4654,Road House (1989)
1907,4658,Santa Sangre (1989)
1908,4661,Sea of Love (1989)
1909,4671,Sweetie (1989)
1910,4681,"War of the Roses, The (1989)"
1911,4683,"Wizard, The (1989)"
1912,4686,Weekend at Bernie's II (1993)
1913,4688,Black Robe (1991)
1914,4695,Who'll Stop the Rain (1978)
1915,4699,Original Sin (2001)
1916,4703,Chocolat (1988)
1917,4704,Hatari! (1962)
1918,4708,Marat/Sade (1966)
1919,4710,"Shootist, The (1976)"
1920,4713,Altered States (1980)
1921,4719,Osmosis Jones (2001)
1922,4720,"Others, The (2001)"
1923,4723,"Deep End, The (2001)"
1924,4727,Captain Corelli's Mandolin (2001)
1925,4734,Jay and Silent Bob Strike Back (2001)
1926,4736,Summer Catch (2001)
1927,4741,Together (Tillsammans) (2000)
1928,4745,O (2001)
1929,4754,"Wicker Man, The (1973)"
1930,4756,"Musketeer, The (2001)"
1931,4757,Rock Star (2001)
1932,4759,Two Can Play That Game (2001)
1933,4765,L.I.E. (2001)
1934,4766,"Our Lady of the Assassins (Virgen de los sicarios, La) (2000)"
1935,4771,Hardball (2001)
1936,4772,Dinner Rush (2000)
1937,4776,Training Day (2001)
1938,4780,Liam (2000)
1939,4784,"French Lieutenant's Woman, The (1981)"
1940,4785,"Great Silence, The (Grande silenzio, Il) (1969)"
1941,4787,Little Man Tate (1991)
1942,4788,Moscow Does Not Believe in Tears (Moskva slezam ne verit) (1979)
1943,4795,Father Goose (1964)
1944,4799,"It's a Mad, Mad, Mad, Mad World (1963)"
1945,4800,King Solomon's Mines (1937)
1946,4801,"Little Foxes, The (1941)"
1947,4803,Play Misty for Me (1971)
1948,4804,Pocketful of Miracles (1961)
1949,4809,Silkwood (1983)
1950,4810,I Never Promised You a Rose Garden (1977)
1951,4811,Quadrophenia (1979)
1952,4812,SpaceCamp (1986)
1953,4815,Hearts in Atlantis (2001)
1954,4818,Extreme Days (2001)
1955,4821,Joy Ride (2001)
1956,4825,"Swamp, The (Ciénaga, La) (2001)"
1957,4826,"Big Red One, The (1980)"
1958,4830,Brubaker (1980)
1959,4835,Coal Miner's Daughter (1980)
1960,4836,"Competition, The (1980)"
1961,4840,"Last Metro, The (Dernier métro, Le) (1980)"
1962,4847,Fat Girl (À ma soeur!) (2001)
1963,4848,Mulholland Drive (2001)
1964,4849,My First Mister (2001)
1965,4857,Fiddler on the Roof (1971)
1966,4862,Not Without My Daughter (1991)
1967,4864,Titanica (1992)
1968,4867,Riding in Cars with Boys (2001)
1969,4871,Focus (2001)
1970,4873,Waking Life (2001)
1971,4874,K-PAX (2001)
1972,4878,Donnie Darko (2001)
1973,4879,High Heels and Low Lifes (2001)
1974,4880,Life as a House (2001)
1975,4881,"Man Who Wasn't There, The (2001)"
1976,4883,"Town is Quiet, The (Ville est tranquille, La) (2000)"
1977,4886,"Monsters, Inc. (2001)"
1978,4888,Tape (2001)
1979,4889,Heist (2001)
1980,4896,Harry Potter and the Sorcerer's Stone (a.k.a. Harry Potter and the Philosopher's Stone) (2001)
1981,4899,Black Knight (2001)
1982,4901,Spy Game (2001)
1983,4902,"Devil's Backbone, The (Espinazo del diablo, El) (2001)"
1984,4903,In the Bedroom (2001)
1985,4911,Jabberwocky (1977)
1986,4912,Funny Girl (1968)
1987,4914,Breathless (À bout de souffle) (1960)
1988,4915,"Beastmaster, The (1982)"
1989,4916,Midway (1976)
1990,4917,MacArthur (1977)
1991,4919,Subway (1985)
1992,4920,"Now, Voyager (1942)"
1993,4921,Little Women (1933)
1994,4926,Everybody's Famous! (Iedereen beroemd!) (2000)
1995,4928,That Obscure Object of Desire (Cet obscur objet du désir) (1977)
1996,4936,Fame (1980)
1997,4941,Flash Gordon (1980)
1998,4951,Lord of the Flies (1990)
1999,4953,"People That Time Forgot, The (1977)"
2000,4956,"Stunt Man, The (1980)"
2001,4958,Behind Enemy Lines (2001)
2002,4959,"Affair of the Necklace, The (2001)"
2003,4962,Texas Rangers (2001)
2004,4964,Baran (2001)
2005,4965,"Business of Strangers, The (2001)"
2006,4967,No Man's Land (2001)
2007,4970,"Blue Angel, The (Blaue Engel, Der) (1930)"
2008,4971,Moscow on the Hudson (1984)
2009,4976,Iris (2001)
2010,4977,Kandahar (Safar e Ghandehar) (2001)
2011,4978,Lantana (2001)
2012,4979,"Royal Tenenbaums, The (2001)"
2013,4980,Bill & Ted's Bogus Journey (1991)
2014,4985,Sheena (1984)
2015,4987,Spacehunter: Adventures in the Forbidden Zone (1983)
2016,4988,White Water Summer (1987)
2017,4990,Jimmy Neutron: Boy Genius (2001)
2018,4991,Joe Somebody (2001)
2019,4993,"Lord of the Rings: The Fellowship of the Ring, The (2001)"
2020,4994,"Majestic, The (2001)"
2021,4995,"Beautiful Mind, A (2001)"
2022,4998,"Defiant Ones, The (1958)"
2023,5007,Topkapi (1964)
2024,5008,Witness for the Prosecution (1957)
2025,5009,Ali (2001)
2026,5010,Black Hawk Down (2001)
2027,5011,Charlotte Gray (2001)
2028,5012,Yentl (1983)
2029,5013,Gosford Park (2001)
2030,5014,I Am Sam (2001)
2031,5015,Monster's Ball (2001)
2032,5016,"Shipping News, The (2001)"
2033,5023,"Waterdance, The (1992)"
2034,5027,Another 48 Hrs. (1990)
2035,5028,What Time Is It There? (Ni neibian jidian) (2001)
2036,5033,"Russia House, The (1990)"
2037,5034,"Truly, Madly, Deeply (1991)"
2038,5039,Dragonslayer (1981)
2039,5040,Conan the Destroyer (1984)
2040,5046,Impostor (2002)
2041,5048,Snow Dogs (2002)
2042,5049,48 Hrs. (1982)
2043,5051,Italian for Beginners (Italiensk for begyndere) (2000)
2044,5055,Dragon: The Bruce Lee Story (1993)
2045,5060,M*A*S*H (a.k.a. MASH) (1970)
2046,5064,The Count of Monte Cristo (2002)
2047,5065,"Mothman Prophecies, The (2002)"
2048,5066,"Walk to Remember, A (2002)"
2049,5068,Beijing Bicycle (Shiqi sui de dan che) (2001)
2050,5069,Escaflowne: The Movie (Escaflowne) (2000)
2051,5071,Maelström (2000)
2052,5073,"Son's Room, The (Stanza del figlio, La) (2001)"
2053,5074,Storytelling (2001)
2054,5076,"Adventures of Huck Finn, The (1993)"
2055,5081,Birthday Girl (2001)
2056,5083,Rare Birds (2001)
2057,5088,"Going Places (Valseuses, Les) (1974)"
2058,5099,Heidi (1937)
2059,5103,"Sandlot, The (1993)"
2060,5107,Hart's War (2002)
2061,5108,John Q (2002)
2062,5109,Return to Never Land (2002)
2063,5112,Last Orders (2001)
2064,5114,"Bad and the Beautiful, The (1952)"
2065,5121,Stroszek (1977)
2066,5127,Dragonfly (2002)
2067,5131,How to Kill Your Neighbor's Dog (2000)
2068,5134,Mean Machine (2001)
2069,5136,Wendigo (2001)
2070,5147,Wild Strawberries (Smultronstället) (1957)
2071,5152,We Were Soldiers (2002)
2072,5171,"Time Machine, The (2002)"
2073,5177,"Magnificent Ambersons, The (1942)"
2074,5178,Fun (1994)
2075,5197,Little Darlings (1980)
2076,5198,"Long Good Friday, The (1980)"
2077,5202,Mon oncle d'Amérique (1980)
2078,5209,Ffolkes (1979)
2079,5218,Ice Age (2002)
2080,5221,Harrison's Flowers (2000)
2081,5225,And Your Mother Too (Y tu mamá también) (2001)
2082,5226,All the Right Moves (1983)
2083,5237,Taps (1981)
2084,5238,Return of the Secaucus 7 (1980)
2085,5239,Rude Boy (1980)
2086,5240,Running Scared (1980)
2087,5244,Shogun Assassin (1980)
2088,5256,Stolen Summer (2002)
2089,5258,George Washington (2000)
2090,5264,Clockstoppers (2002)
2091,5265,Death to Smoochy (2002)
2092,5267,"Rookie, The (2002)"
2093,5268,No Such Thing (2001)
2094,5269,"Piano Teacher, The (La pianiste) (2001)"
2095,5272,Time Out (L'emploi du temps) (2001)
2096,5291,Rashomon (Rashômon) (1950)
2097,5293,Changing Lanes (2002)
2098,5294,Frailty (2001)
2099,5297,"Cat's Meow, The (2002)"
2100,5300,3:10 to Yuma (1957)
2101,5304,"Rome, Open City (a.k.a. Open City) (Roma, città aperta) (1945)"
2102,5313,The Scorpion King (2002)
2103,5322,World Traveler (2001)
2104,5328,Rain (2001)
2105,5329,"Salton Sea, The (2002)"
2106,5333,Bob le Flambeur (1955)
2107,5338,Full Moon in Blue Water (1988)
