"movieId","title"
"3106","Come See the Paradise (1990)"
"3107","Backdraft (1991)"
"3108","Fisher King, The (1991)"
"3109","River, The (1984)"
"3111","Places in the Heart (1984)"
"3112","'night Mother (1986)"
"3114","Toy Story 2 (1999)"
"3115","Flawless (1999)"
"3117","Ride with the Devil (1999)"
"3125","End of the Affair, The (1999)"
"3127","Holy Smoke (1999)"
"3129","Sweet and Lowdown (1999)"
"3130","Bonfire of the Vanities (1990)"
"3132","Daddy Long Legs (1919)"
"3134","Grand Illusion (La grande illusion) (1937)"
"3135","Great Santini, The (1979)"
"3138","Stealing Home (1988)"
"3141","Two Jakes, The (1990)"
"3143","Hell in the Pacific (1968)"
"3145","Cradle Will Rock (1999)"
"3147","Green Mile, The (1999)"
"3148","Cider House Rules, The (1999)"
"3150","War Zone, The (1999)"
"3152","Last Picture Show, The (1971)"
"3153","7th Voyage of Sinbad, The (1958)"
"3155","Anna and the King (1999)"
"3156","Bicentennial Man (1999)"
"3158","Emperor and the Assassin, The (Jing ke ci qin wang) (1999)"
"3159","Fantasia 2000 (1999)"
"3160","Magnolia (1999)"
"3161","Onegin (1999)"
"3162","Simpatico (1999)"
"3163","Topsy-Turvy (1999)"
"3165","Boiling Point (1993)"
"3167","Carnal Knowledge (1971)"
"3168","Easy Rider (1969)"
"3169","The Falcon and the Snowman (1985)"
"3171","Room at the Top (1959)"
"3173","Any Given Sunday (1999)"
"3174","Man on the Moon (1999)"
"3175","Galaxy Quest (1999)"
"3176","Talented Mr. Ripley, The (1999)"
"3178","Hurricane, The (1999)"
"3179","Angela's Ashes (1999)"
"3181","Titus (1999)"
"3183","Third Miracle, The (1999)"
"3185","Snow Falling on Cedars (1999)"
"3186","Girl, Interrupted (1999)"
"3189","My Dog Skip (1999)"
"3190","Supernova (2000)"
"3192","Terrorist, The (a.k.a. Malli) (Theeviravaathi) (1998)"
"3194","Way We Were, The (1973)"
"3196","Stalag 17 (1953)"
"3198","Papillon (1973)"
"3200","Last Detail, The (1973)"
"3201","Five Easy Pieces (1970)"
"3210","Fast Times at Ridgemont High (1982)"
"3211","Cry in the Dark, A (1988)"
"3214","American Flyers (1985)"
"3217","Star Is Born, A (1937)"
"3221","Draughtsman's Contract, The (1982)"
"3223","Zed & Two Noughts, A (1985)"
"3224","Woman in the Dunes (Suna no onna) (1964)"
"3246","Malcolm X (1992)"
"3249","Hand That Rocks the Cradle, The (1992)"
"3250","Alive (1993)"
"3251","Agnes of God (1985)"
"3252","Scent of a Woman (1992)"
"3255","League of Their Own, A (1992)"
"3256","Patriot Games (1992)"
"3257","Bodyguard, The (1992)"
"3259","Far and Away (1992)"
"3260","Howards End (1992)"
"3261","Singles (1992)"
"3262","Twin Peaks: Fire Walk with Me (1992)"
"3263","White Men Can't Jump (1992)"
"3265","Hard-Boiled (Lat sau san taam) (1992)"
"3266","Man Bites Dog (C'est arrivé près de chez vous) (1992)"
"3269","Forever Young (1992)"
"3270","Cutting Edge, The (1992)"
"3271","Of Mice and Men (1992)"
"3272","Bad Lieutenant (1992)"
"3274","Single White Female (1992)"
"3275","Boondock Saints, The (2000)"
"3285","Beach, The (2000)"
"3289","Not One Less (Yi ge dou bu neng shao) (1999)"
"3295","Raining Stones (1993)"
"3296","To Sir with Love (1967)"
"3298","Boiler Room (2000)"
"3299","Hanging Up (2000)"
"3307","City Lights (1931)"
"3308","Flamingo Kid, The (1984)"
"3310","Kid, The (1921)"
"3317","Wonder Boys (2000)"
"3325","Next Best Thing, The (2000)"
"3328","Ghost Dog: The Way of the Samurai (1999)"
"3329","The Year My Voice Broke (1987)"
"3330","Splendor in the Grass (1961)"
"3331","My Tutor (1983)"
"3334","Key Largo (1948)"
"3342","Birdy (1984)"
"3345","Charlie, the Lonesome Cougar (1967)"
"3347","Never Cry Wolf (1983)"
"3350","Raisin in the Sun, A (1961)"
"3357","East-West (Est-ouest) (1999)"
"3358","Defending Your Life (1991)"
"3359","Breaking Away (1979)"
"3360","Hoosiers (a.k.a. Best Shot) (1986)"
"3361","Bull Durham (1988)"
"3362","Dog Day Afternoon (1975)"
"3363","American Graffiti (1973)"
"3365","Searchers, The (1956)"
"3370","Betrayed (1988)"
"3374","Daughters of the Dust (1991)"
"3378","Ogre, The (Unhold, Der) (1996)"
"3379","On the Beach (1959)"
"3386","JFK (1991)"
"3389","Let's Get Harry (1986)"
"3390","Shanghai Surprise (1986)"
"3396","Muppet Movie, The (1979)"
"3400","We're Back! A Dinosaur's Story (1993)"
"3401","Baby... Secret of the Lost Legend (1985)"
"3402","Turtle Diary (1985)"
"3403","Raise the Titanic (1980)"
"3404","Titanic (1953)"
"3405","Night to Remember, A (1958)"
"3406","Captain Horatio Hornblower R.N. (1951)"
"3408","Erin Brockovich (2000)"
"3409","Final Destination (2000)"
"3410","Soft Fruit (1999)"
"3412","Bear, The (Ours, L') (1988)"
"3414","Love Is a Many-Splendored Thing (1955)"
"3415","Mirror, The (Zerkalo) (1975)"
"3417","Crimson Pirate, The (1952)"
"3418","Thelma & Louise (1991)"
"3420","...And Justice for All (1979)"
"3423","School Daze (1988)"
"3424","Do the Right Thing (1989)"
"3425","Mo' Better Blues (1990)"
"3426","Jungle Fever (1991)"
"3428","Champ, The (1979)"
"3430","Death Wish (1974)"
"3431","Death Wish 2 (1982)"
"3432","Death Wish 3 (1985)"
"3433","Death Wish 4: The Crackdown (1987)"
"3434","Death Wish 5: The Face of Death (1994)"
"3435","Double Indemnity (1944)"
"3436","Dying Young (1991)"
"3440","Teenage Mutant Ninja Turtles III (1993)"
"3441","Red Dawn (1984)"
"3442","Band of the Hand (1986)"
"3446","Funny Bones (1995)"
"3447","Good Earth, The (1937)"
"3448","Good Morning, Vietnam (1987)"
"3449","Good Mother, The (1988)"
"3451","Guess Who's Coming to Dinner (1967)"
"3453","Here on Earth (2000)"
"3455","Buddy Boy (1999)"
"3459","Gothic (1986)"
"3461","Lord of the Flies (1963)"
"3462","Modern Times (1936)"
"3467","Hud (1963)"
"3468","Hustler, The (1961)"
"3469","Inherit the Wind (1960)"
"3470","Dersu Uzala (1975)"
"3471","Close Encounters of the Third Kind (1977)"
"3475","Place in the Sun, A (1951)"
"3477","Empire Records (1995)"
"3478","Bamba, La (1987)"
"3479","Ladyhawke (1985)"
"3480","Lucas (1986)"
"3481","High Fidelity (2000)"
"3489","Hook (1991)"
"3492","Son of the Sheik, The (1926)"
"3494","True Grit (1969)"
"3496","Madame Sousatzka (1988)"
"3498","Midnight Express (1978)"
"3499","Misery (1990)"
"3500","Mr. Saturday Night (1992)"
"3502","My Life (1993)"
"3503","Solaris (Solyaris) (1972)"
"3504","Network (1976)"
"3505","No Way Out (1987)"
"3506","North Dallas Forty (1979)"
"3508","Outlaw Josey Wales, The (1976)"
"3510","Frequency (2000)"
"3512","Return to Me (2000)"
"3513","Rules of Engagement (2000)"
"3514","Joe Gould's Secret (2000)"
"3519","Force 10 from Navarone (1978)"
"3521","Mystery Train (1989)"
"3526","Parenthood (1989)"
"3528","Prince of Tides, The (1991)"
"3531","All the Vermeers in New York (1990)"
"3534","28 Days (2000)"
"3536","Keeping the Faith (2000)"
"3537","Where the Money Is (2000)"
"3543","Diner (1982)"
"3545","Cabaret (1972)"
"3546","What Ever Happened to Baby Jane? (1962)"
"3548","Auntie Mame (1958)"
"3551","Marathon Man (1976)"
"3553","Gossip (2000)"
"3554","Love and Basketball (2000)"
"3556","Virgin Suicides, The (1999)"
"3559","Limelight (1952)"
"3565","Where the Heart Is (2000)"
"3566","Big Kahuna, The (2000)"
"3567","Bossa Nova (2000)"
"3569","Idiots, The (Idioterne) (1998)"
"3571","Time Code (2000)"
"3577","Two Moon Junction (1988)"
"3578","Gladiator (2000)"
"3580","Up at the Villa (2000)"
"3584","Breathless (1983)"
"3586","The Idolmaker (1980)"
"3590","Lords of Flatbush, The (1974)"
"3591","Mr. Mom (1983)"
"3594","Center Stage (2000)"
"3598","Hamlet (2000)"
"3608","Pee-wee's Big Adventure (1985)"
"3615","Dinosaur (2000)"
"3623","Mission: Impossible II (2000)"
"3624","Shanghai Noon (2000)"
"3628","Flying Tigers (1942)"
"3629","Gold Rush, The (1925)"
"3633","On Her Majesty's Secret Service (1969)"
"3635","Spy Who Loved Me, The (1977)"
"3637","Vagabond (Sans toit ni loi) (1985)"
"3638","Moonraker (1979)"
"3639","Man with the Golden Gun, The (1974)"
"3640","King in New York, A (1957)"
"3641","Woman of Paris, A (1923)"
"3643","Fighting Seabees, The (1944)"
"3649","American Gigolo (1980)"
"3654","Guns of Navarone, The (1961)"
"3655","Blow-Out (La grande bouffe) (1973)"
"3668","Romeo and Juliet (1968)"
"3672","Benji (1974)"
"3673","Benji the Hunted (1987)"
"3674","For the Love of Benji (1977)"
"3676","Eraserhead (1977)"
"3678","Man with the Golden Arm, The (1955)"
"3681","For a Few Dollars More (Per qualche dollaro in più) (1965)"
"3682","Magnum Force (1973)"
"3683","Blood Simple (1984)"
"3684","Fabulous Baker Boys, The (1989)"
"3685","Prizzi's Honor (1985)"
"3687","Light Years (Gandahar) (1988)"
"3699","Starman (1984)"
"3700","Brother from Another Planet, The (1984)"
"3701","Alien Nation (1988)"
"3702","Mad Max (1979)"
"3703","Road Warrior, The (Mad Max 2) (1981)"
"3704","Mad Max Beyond Thunderdome (1985)"
"3707","9 1/2 Weeks (Nine 1/2 Weeks) (1986)"
"3711","Sarafina! (1992)"
"3713","Long Walk Home, The (1990)"
"3714","Clara's Heart (1988)"
"3716","Fatal Beauty (1987)"
"3720","Sunshine (1999)"
"3723","Hamlet (1990)"
"3724","Coming Home (1978)"
"3728","One False Move (1992)"
"3729","Shaft (1971)"
"3730","Conversation, The (1974)"
"3731","Cutter's Way (1981)"
"3733","Paper Chase, The (1973)"
"3735","Serpico (1973)"
"3736","Ace in the Hole (Big Carnival, The) (1951)"
"3737","Lonely Are the Brave (1962)"
"3738","Sugarland Express, The (1974)"
"3740","Big Trouble in Little China (1986)"
"3741","Badlands (1973)"
"3742","Battleship Potemkin (1925)"
"3745","Titan A.E. (2000)"
"3746","Butterfly (La lengua de las mariposas) (1999)"
"3747","Jesus' Son (1999)"
"3752","Me, Myself & Irene (2000)"
"3753","Patriot, The (2000)"
"3754","Adventures of Rocky and Bullwinkle, The (2000)"
"3755","Perfect Storm, The (2000)"
"3756","Golden Bowl, The (2000)"
"3758","Communion (1989)"
"3761","Blood In, Blood Out (1993)"
"3765","Hot Spot, The (1990)"
"3771","The Golden Voyage of Sinbad (1973)"
"3774","House Party 2 (1991)"
"3783","Croupier (1998)"
"3788","Blow-Up (Blowup) (1966)"
"3789","Pawnbroker, The (1964)"
"3790","Groove (2000)"
"3791","Footloose (1984)"
"3792","Duel in the Sun (1946)"
"3793","X-Men (2000)"
"3794","Chuck & Buck (2000)"
"3795","Five Senses, The (1999)"
"3798","What Lies Beneath (2000)"
"3801","Anatomy of a Murder (1959)"
"3807","Sinbad and the Eye of the Tiger (1977)"
"3808","Two Women (Ciociara, La) (1960)"
"3810","White Sands (1992)"
"3811","Breaker Morant (1980)"
"3813","Interiors (1978)"
"3816","Official Story, The (La historia oficial) (1985)"
"3822","Girl on the Bridge, The (Fille sur le pont, La) (1999)"
"3823","Wonderland (1999)"
"3824","Autumn in New York (2000)"
"3825","Coyote Ugly (2000)"
"3827","Space Cowboys (2000)"
"3834","Bronco Billy (1980)"
"3844","Steel Magnolias (1989)"
"3845","And God Created Woman (Et Dieu... créa la femme) (1956)"
"3855","Affair of Love, An (Liaison pornographique, Une) (1999)"
"3863","Cell, The (2000)"
"3864","Godzilla 2000 (Gojira ni-sen mireniamu) (1999)"
"3870","Our Town (1940)"
"3871","Shane (1953)"
"3872","Suddenly, Last Summer (1959)"
"3877","Supergirl (1984)"
"3888","Skipped Parts (2000)"
"3889","Highlander: Endgame (Highlander IV) (2000)"
"3893","Nurse Betty (2000)"
"3894","Solas (1999)"
"3897","Almost Famous (2000)"
"3899","Circus (2000)"
"3900","Crime and Punishment in Suburbia (2000)"
"3901","Duets (2000)"
"3910","Dancer in the Dark (2000)"
"3912","Beautiful (2000)"
"3914","Broken Hearts Club, The (2000)"
"3915","Girlfight (2000)"
"3916","Remember the Titans (2000)"
"3920","Faraway, So Close (In weiter Ferne, so nah!) (1993)"
"3925","Stranger Than Paradise (1984)"
"3926","Voyage to the Bottom of the Sea (1961)"
"3927","Fantastic Voyage (1966)"
"3930","Creature from the Black Lagoon, The (1954)"
"3945","Digimon: The Movie (2000)"
"3946","Get Carter (2000)"
"3947","Get Carter (1971)"
"3949","Requiem for a Dream (2000)"
"3950","Tigerland (2000)"
"3951","Two Family House (2000)"
"3952","Contender, The (2000)"
"3957","Billy Jack (1971)"
"3958","Billy Jack Goes to Washington (1977)"
"3959","Time Machine, The (1960)"
"3965","Strange Love of Martha Ivers, The (1946)"
"3967","Billy Elliot (2000)"
"3969","Pay It Forward (2000)"
"3974","Little Vampire, The (2000)"
"3978","Legend of Bagger Vance, The (2000)"
"3980","Men of Honor (2000)"
"3983","You Can Count on Me (2000)"
"3984","Diamonds Are Forever (1971)"
"3985","Eagle Has Landed, The (1976)"
"3987","Bounce (2000)"
"3992","Malèna (2000)"
"3993","Quills (2000)"
"3994","Unbreakable (2000)"
"3996","Crouching Tiger, Hidden Dragon (Wo hu cang long) (2000)"
"3997","Dungeons & Dragons (2000)"
"3998","Proof of Life (2000)"
"3999","Vertical Limit (2000)"
"4000","Bounty, The (1984)"
"4005","Living Daylights, The (1987)"
"4006","Transformers: The Movie (1986)"
"4007","Wall Street (1987)"
"4008","Born on the Fourth of July (1989)"
"4009","Talk Radio (1988)"
"4012","Punchline (1988)"
"4014","Chocolat (2000)"
"4016","Emperor's New Groove, The (2000)"
"4017","Pollock (2000)"
"4019","Finding Forrester (2000)"
"4021","Before Night Falls (2000)"
"4022","Cast Away (2000)"
"4023","Family Man, The (2000)"
"4027","O Brother, Where Art Thou? (2000)"
"4029","State and Main (2000)"
"4031","All the Pretty Horses (2000)"
"4033","Thirteen Days (2000)"
"4034","Traffic (2000)"
"4036","Shadow of the Vampire (2000)"
"4041","Officer and a Gentleman, An (1982)"
"4042","Alamo, The (1960)"
"4043","At Close Range (1986)"
"4046","Friendly Persuasion (1956)"
"4047","Gettysburg (1993)"
"4052","Antitrust (2001)"
"4054","Save the Last Dance (2001)"
"4055","Panic (2000)"
"4056","Pledge, The (2001)"
"4061","The Man in the Moon (1991)"
"4062","Mystic Pizza (1988)"
"4063","Prelude to a Kiss (1992)"
"4065","Foxy Brown (1974)"
"4067","Untamed Heart (1993)"
"4074","Legend of Rita, The (Stille nach dem Schuß, Die) (1999)"
"4077","With a Friend Like Harry... (Harry, un ami qui vous veut du bien) (2000)"
"4078","Amazing Grace and Chuck (1987)"
"4082","Barfly (1987)"
"4085","Beverly Hills Cop (1984)"
"4103","Empire of the Sun (1987)"
"4109","Flowers in the Attic (1987)"
"4111","Gardens of Stone (1987)"
"4113","Glass Menagerie, The (1987)"
"4117","Hope and Glory (1987)"
"4121","Innerspace (1987)"
"4126","Less Than Zero (1987)"
"4133","Masters of the Universe (1987)"
"4135","Monster Squad, The (1987)"
"4139","No Man's Land (1987)"
"4142","Left Behind: The Movie (2000)"
"4144","In the Mood For Love (Fa yeung nin wa) (2000)"
"4146","Million Dollar Hotel, The (2001)"
"4147","Nico and Dani (Krámpack) (2000)"
"4152","Vatel (2000)"
"4155","Sweet November (2001)"
"4157","Price of Milk, The (2000)"
"4160","Widow of St. Pierre, The (Veuve de Saint-Pierre, La) (2000)"
"4164","Caveman's Valentine, The (2001)"
"4166","Series 7: The Contenders (2001)"
"4174","Avalon (1990)"
"4175","Gray's Anatomy (1996)"
"4178","Of Mice and Men (1939)"
"4180","Reform School Girls (1986)"
"4184","Bishop's Wife, The (1947)"
"4187","Lilies of the Field (1963)"
"4189","Greatest Story Ever Told, The (1965)"
"4190","Elmer Gantry (1960)"
"4191","Alfie (1966)"
"4202","Fuzz (1972)"
"4203","Harley Davidson and the Marlboro Man (1991)"
"4205","Mermaids (1990)"
"4207","Navy Seals (1990)"
"4210","Manhunter (1986)"
"4211","Reversal of Fortune (1990)"
"4218","River's Edge (1986)"
"4223","Enemy at the Gates (2001)"
"4232","Spy Kids (2001)"
"4234","Tailor of Panama, The (2001)"
"4235","Amores Perros (Love's a Bitch) (2000)"
"4239","Blow (2001)"
"4242","Beautiful Creatures (2000)"
"4243","Brigham City (2001)"
"4246","Bridget Jones's Diary (2001)"
"4247","Joe Dirt (2001)"
"4251","Chopper (2000)"
"4252","Circle, The (Dayereh) (2000)"
"4254","Crocodile Dundee in Los Angeles (2001)"
"4256","Center of the World, The (2001)"
"4259","Luzhin Defence, The (2000)"
"4260","Visit, The (2000)"
"4262","Scarface (1983)"
"4263","Days of Wine and Roses (1962)"
"4270","Mummy Returns, The (2001)"
"4273","Under the Sand (2000)"
"4275","Krull (1983)"
"4280","World According to Garp, The (1982)"
"4282","Fellini Satyricon (1969)"
"4289","City of Women, The (Città delle donne, La) (1980)"
"4290","For the Boys (1991)"
"4292","Norma Rae (1979)"
"4296","Love Story (1970)"
"4297","Pelle the Conqueror (Pelle erobreren) (1987)"
"4300","Bread and Roses (2000)"
"4306","Shrek (2001)"
"4308","Moulin Rouge (2001)"
"4310","Pearl Harbor (2001)"
"4312","Himalaya (Himalaya - l'enfance d'un chef) (1999)"
"4313","Man Who Cried, The (2000)"
"4316","Ice Castles (1978)"
"4322","Eight Men Out (1988)"
"4323","Horse Soldiers, The (1959)"
"4325","Night, The (Notte, La) (1960)"
"4326","Mississippi Burning (1988)"
"4327","Magnificent Seven, The (1960)"
"4334","Yi Yi (2000)"
"4337","Sand Pebbles, The (1966)"
"4338","Twelve O'Clock High (1949)"
"4339","Von Ryan's Express (1965)"
"4342","Big Eden (2000)"
"4344","Swordfish (2001)"
"4345","Anniversary Party, The (2001)"
"4347","Divided We Fall (Musíme si pomáhat) (2000)"
"4355","Youngblood (1986)"
"4357","How to Marry a Millionaire (1953)"
"4366","Atlantis: The Lost Empire (2001)"
"4367","Lara Croft: Tomb Raider (2001)"
"4370","A.I. Artificial Intelligence (2001)"
"4372","Crazy/Beautiful (2001)"
"4378","Sexy Beast (2000)"
"4380","Princess and the Warrior, The (Krieger und die Kaiserin, Der) (2000)"
"4383","Crimson Rivers, The (Rivières pourpres, Les) (2000)"
"4384","Lumumba (2000)"
"4389","Lost and Delirious (2001)"
"4390","Rape Me (Baise-moi) (2000)"
"4392","Alice (1990)"
"4393","Another Woman (1988)"
"4399","Diary of a Chambermaid (Journal d'une femme de chambre, Le) (1964)"
"4404","Faust (1926)"
"4406","Man Who Shot Liberty Valance, The (1962)"
"4407","Salvador (1986)"
"4408","September (1987)"
"4409","Shadows and Fog (1991)"
"4410","Something Wild (1986)"
"4419","All That Heaven Allows (1955)"
"4420","Barefoot Contessa, The (1954)"
"4422","Cries and Whispers (Viskningar och rop) (1972)"
"4424","Garden of the Finzi-Continis, The (Giardino dei Finzi-Contini, Il) (1970)"
"4427","Lion in Winter, The (1968)"
"4428","Misfits, The (1961)"
"4429","Moby Dick (1956)"
"4432","Sweet Smell of Success (1957)"
"4433","Written on the Wind (1956)"
"4438","Fist of Fury (Chinese Connection, The) (Jing wu men) (1972)"
"4439","Christiane F. (a.k.a. We Children from Bahnhof Zoo) (Christiane F. - Wir Kinder vom Bahnhof Zoo) (1981)"
"4442","Last Dragon, The (1985)"
"4445","T-Rex: Back to the Cretaceous (1998)"
"4446","Final Fantasy: The Spirits Within (2001)"
"4448","Score, The (2001)"
"4449","Adanggaman (2000)"
"4450","Bully (2001)"
"4451","Jump Tomorrow (2001)"
"4453","Michael Jordan to the Max (2000)"
"4454","More (1998)"
"4458","Africa: The Serengeti (1994)"
"4459","Alaska: Spirit of the Wild (1997)"
"4463","1969 (1988)"
"4464","Accidental Tourist, The (1988)"
"4465","Accused, The (1988)"
"4466","Above the Law (1988)"
"4467","Adventures of Baron Munchausen, The (1988)"
"4470","Ariel (1988)"
"4473","Bat*21 (1988)"
"4474","Beaches (1988)"
"4475","Beast of War, The (Beast, The) (1988)"
"4477","Big Top Pee-Wee (1988)"
"4478","Biloxi Blues (1988)"
"4482","Bright Lights, Big City (1988)"
"4484","Camille Claudel (1988)"
"4487","Cocktail (1988)"
"4488","Colors (1988)"
"4500","Drowning by Numbers (1988)"
"4505","For Keeps (1988)"
"4508","Gorillas in the Mist (1988)"
"4519","Land Before Time, The (1988)"
"4521","Little Nikita (1988)"
"4523","Milagro Beanfield War (1988)"
"4529","Bagdad Cafe (Out of Rosenheim) (1987)"
"4534","Return to Snowy River (a.k.a. The Man From Snowy River II) (1988)"
"4535","Man from Snowy River, The (1982)"
"4537","Running on Empty (1988)"
"4546","Vanishing, The (Spoorloos) (1988)"
"4557","Tucker: The Man and His Dream (1988)"
"4564","Always (1989)"
"4565","American Ninja (1985)"
"4571","Bill & Ted's Excellent Adventure (1989)"
"4572","Black Rain (1989)"
"4573","Blaze (1989)"
"4577","Casualties of War (1989)"
"4581","Dad (1989)"
"4584","Dream a Little Dream (1989)"
"4589","Eddie and the Cruisers (1983)"
"4591","Erik the Viking (1989)"
"4595","Fat Man and Little Boy (1989)"
"4597","Gleaming the Cube (1989)"
"4599","Great Balls of Fire! (1989)"
"4600","Gross Anatomy (a.k.a. A Cut Above) (1989)"
"4608","Innocent Man, An (1989)"
"4611","Johnny Handsome (1989)"
"4612","Jesus of Montreal (Jésus de Montréal) (1989)"
"4615","Last Exit to Brooklyn (1989)"
"4616","Lean on Me (1989)"
"4625","Millennium (1989)"
"4626","Miracle Mile (1989)"
"4628","New York Stories (1989)"
"4634","Penn & Teller Get Killed (1989)"
"4635","Pink Cadillac (1989)"
"4638","Jurassic Park III (2001)"
"4641","Ghost World (2001)"
"4642","Hedwig and the Angry Inch (2000)"
"4643","Planet of the Apes (2001)"
"4644","Bread and Tulips (Pane e tulipani) (2000)"
"4653","Return of the Musketeers, The (1989)"
"4654","Road House (1989)"
"4658","Santa Sangre (1989)"
"4661","Sea of Love (1989)"
"4671","Sweetie (1989)"
"4681","War of the Roses, The (1989)"
"4683","Wizard, The (1989)"
"4686","Weekend at Bernie's II (1993)"
"4688","Black Robe (1991)"
"4695","Who'll Stop the Rain (1978)"
"4699","Original Sin (2001)"
"4703","Chocolat (1988)"
"4704","Hatari! (1962)"
"4708","Marat/Sade (1966)"
"4710","Shootist, The (1976)"
"4713","Altered States (1980)"
"4719","Osmosis Jones (2001)"
"4720","Others, The (2001)"
"4723","Deep End, The (2001)"
"4727","Captain Corelli's Mandolin (2001)"
"4734","Jay and Silent Bob Strike Back (2001)"
"4736","Summer Catch (2001)"
"4741","Together (Tillsammans) (2000)"
"4745","O (2001)"
"4754","Wicker Man, The (1973)"
"4756","Musketeer, The (2001)"
"4757","Rock Star (2001)"
"4759","Two Can Play That Game (2001)"
"4765","L.I.E. (2001)"
"4766","Our Lady of the Assassins (Virgen de los sicarios, La) (2000)"
"4771","Hardball (2001)"
"4772","Dinner Rush (2000)"
"4776","Training Day (2001)"
"4780","Liam (2000)"
"4784","French Lieutenant's Woman, The (1981)"
"4785","Great Silence, The (Grande silenzio, Il) (1969)"
"4787","Little Man Tate (1991)"
"4788","Moscow Does Not Believe in Tears (Moskva slezam ne verit) (1979)"
"4795","Father Goose (1964)"
"4799","It's a Mad, Mad, Mad, Mad World (1963)"
"4800","King Solomon's Mines (1937)"
"4801","Little Foxes, The (1941)"
"4803","Play Misty for Me (1971)"
"4804","Pocketful of Miracles (1961)"
"4809","Silkwood (1983)"
"4810","I Never Promised You a Rose Garden (1977)"
"4811","Quadrophenia (1979)"
"4812","SpaceCamp (1986)"
"4815","Hearts in Atlantis (2001)"
"4818","Extreme Days (2001)"
"4821","Joy Ride (2001)"
"4825","Swamp, The (Ciénaga, La) (2001)"
"4826","Big Red One, The (1980)"
"4830","Brubaker (1980)"
"4835","Coal Miner's Daughter (1980)"
"4836","Competition, The (1980)"
"4840","Last Metro, The (Dernier métro, Le) (1980)"
"4847","Fat Girl (À ma soeur!) (2001)"
"4848","Mulholland Drive (2001)"
"4849","My First Mister (2001)"
"4857","Fiddler on the Roof (1971)"
"4862","Not Without My Daughter (1991)"
"4864","Titanica (1992)"
"4867","Riding in Cars with Boys (2001)"
"4871","Focus (2001)"
"4873","Waking Life (2001)"
"4874","K-PAX (2001)"
"4878","Donnie Darko (2001)"
"4879","High Heels and Low Lifes (2001)"
"4880","Life as a House (2001)"
"4881","Man Who Wasn't There, The (2001)"
"4883","Town is Quiet, The (Ville est tranquille, La) (2000)"
"4886","Monsters, Inc. (2001)"
"4888","Tape (2001)"
"4889","Heist (2001)"
"4896","Harry Potter and the Sorcerer's Stone (a.k.a. Harry Potter and the Philosopher's Stone) (2001)"
"4899","Black Knight (2001)"
"4901","Spy Game (2001)"
"4902","Devil's Backbone, The (Espinazo del diablo, El) (2001)"
"4903","In the Bedroom (2001)"
"4911","Jabberwocky (1977)"
"4912","Funny Girl (1968)"
"4914","Breathless (À bout de souffle) (1960)"
"4915","Beastmaster, The (1982)"
"4916","Midway (1976)"
"4917","MacArthur (1977)"
"4919","Subway (1985)"
"4920","Now, Voyager (1942)"
"4921","Little Women (1933)"
"4926","Everybody's Famous! (Iedereen beroemd!) (2000)"
"4928","That Obscure Object of Desire (Cet obscur objet du désir) (1977)"
"4936","Fame (1980)"
"4941","Flash Gordon (1980)"
"4951","Lord of the Flies (1990)"
"4953","People That Time Forgot, The (1977)"
"4956","Stunt Man, The (1980)"
"4958","Behind Enemy Lines (2001)"
"4959","Affair of the Necklace, The (2001)"
"4962","Texas Rangers (2001)"
"4964","Baran (2001)"
"4965","Business of Strangers, The (2001)"
"4967","No Man's Land (2001)"
"4970","Blue Angel, The (Blaue Engel, Der) (1930)"
"4971","Moscow on the Hudson (1984)"
"4976","Iris (2001)"
"4977","Kandahar (Safar e Ghandehar) (2001)"
"4978","Lantana (2001)"
"4979","Royal Tenenbaums, The (2001)"
"4980","Bill & Ted's Bogus Journey (1991)"
"4985","Sheena (1984)"
"4987","Spacehunter: Adventures in the Forbidden Zone (1983)"
"4988","White Water Summer (1987)"
"4990","Jimmy Neutron: Boy Genius (2001)"
"4991","Joe Somebody (2001)"
"4993","Lord of the Rings: The Fellowship of the Ring, The (2001)"
"4994","Majestic, The (2001)"
"4995","Beautiful Mind, A (2001)"
"4998","Defiant Ones, The (1958)"
"5007","Topkapi (1964)"
"5008","Witness for the Prosecution (1957)"
"5009","Ali (2001)"
"5010","Black Hawk Down (2001)"
"5011","Charlotte Gray (2001)"
"5012","Yentl (1983)"
"5013","Gosford Park (2001)"
"5014","I Am Sam (2001)"
"5015","Monster's Ball (2001)"
"5016","Shipping News, The (2001)"
"5023","Waterdance, The (1992)"
"5027","Another 48 Hrs. (1990)"
"5028","What Time Is It There? (Ni neibian jidian) (2001)"
"5033","Russia House, The (1990)"
"5034","Truly, Madly, Deeply (1991)"
"5039","Dragonslayer (1981)"
"5040","Conan the Destroyer (1984)"
"5046","Impostor (2002)"
"5048","Snow Dogs (2002)"
"5049","48 Hrs. (1982)"
"5051","Italian for Beginners (Italiensk for begyndere) (2000)"
"5055","Dragon: The Bruce Lee Story (1993)"
"5060","M*A*S*H (a.k.a. MASH) (1970)"
"5064","The Count of Monte Cristo (2002)"
"5065","Mothman Prophecies, The (2002)"
"5066","Walk to Remember, A (2002)"
"5068","Beijing Bicycle (Shiqi sui de dan che) (2001)"
"5069","Escaflowne: The Movie (Escaflowne) (2000)"
"5071","Maelström (2000)"
"5073","Son's Room, The (Stanza del figlio, La) (2001)"
"5074","Storytelling (2001)"
"5076","Adventures of Huck Finn, The (1993)"
"5081","Birthday Girl (2001)"
"5083","Rare Birds (2001)"
